,年齢階級,運動習慣の有無,性別,歩行数,時間軸(年次),人数,割合
1603,70歳以上,総数,男性,"2,000歩-3,999歩",2010年,102.0,21.6
1604,70歳以上,総数,男性,"2,000歩未満",2009年,119.0,24.8
1605,70歳以上,総数,男性,"2,000歩未満",2010年,121.0,25.6
1606,70歳以上,総数,男性,"4,000歩-5,999歩",2009年,78.0,16.3
1607,70歳以上,総数,男性,"4,000歩-5,999歩",2010年,83.0,17.5
1608,70歳以上,総数,男性,"6,000歩-7,999歩",2009年,61.0,12.7
1609,70歳以上,総数,男性,"6,000歩-7,999歩",2010年,72.0,15.2
1610,70歳以上,総数,男性,"8,000歩-9,999歩",2009年,46.0,9.6
1611,70歳以上,総数,男性,"8,000歩-9,999歩",2010年,38.0,8.0
1612,70歳以上,総数,男性,総数,2009年,480.0,100.0
1613,70歳以上,総数,男性,総数,2010年,473.0,100.0
1614,70歳以上,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,72.0,15.0
1615,70歳以上,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,69.0,14.6
1616,70歳以上,総数,総数,"10,000歩以上",2009年,88.0,7.5
1617,70歳以上,総数,総数,"10,000歩以上",2010年,88.0,8.1
1618,70歳以上,総数,総数,"2,000歩-3,999歩",2009年,304.0,26.0
1619,70歳以上,総数,総数,"2,000歩-3,999歩",2010年,273.0,25.1
1620,70歳以上,総数,総数,"2,000歩未満",2009年,329.0,28.1
1621,70歳以上,総数,総数,"2,000歩未満",2010年,303.0,27.9
1622,70歳以上,総数,総数,"4,000歩-5,999歩",2009年,205.0,17.5
1623,70歳以上,総数,総数,"4,000歩-5,999歩",2010年,191.0,17.6
1624,70歳以上,総数,総数,"6,000歩-7,999歩",2009年,156.0,13.3
1625,70歳以上,総数,総数,"6,000歩-7,999歩",2010年,140.0,12.9
1626,70歳以上,総数,総数,"8,000歩-9,999歩",2009年,88.0,7.5
1627,70歳以上,総数,総数,"8,000歩-9,999歩",2010年,91.0,8.4
1628,70歳以上,総数,総数,総数,2009年,1170.0,100.0
1629,70歳以上,総数,総数,総数,2010年,1086.0,100.0
1630,70歳以上,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,140.0,12.0
1631,70歳以上,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,143.0,13.2
1632,総数,有,女性,"10,000歩以上",2009年,178.0,23.9
1633,総数,有,女性,"10,000歩以上",2010年,151.0,21.0
1634,総数,有,女性,"2,000歩-3,999歩",2009年,100.0,13.4
1635,総数,有,女性,"2,000歩-3,999歩",2010年,117.0,16.3
1636,総数,有,女性,"2,000歩未満",2009年,48.0,6.4
1637,総数,有,女性,"2,000歩未満",2010年,30.0,4.2
1638,総数,有,女性,"4,000歩-5,999歩",2009年,155.0,20.8
1639,総数,有,女性,"4,000歩-5,999歩",2010年,130.0,18.1
1640,総数,有,女性,"6,000歩-7,999歩",2009年,137.0,18.4
1641,総数,有,女性,"6,000歩-7,999歩",2010年,159.0,22.1
1642,総数,有,女性,"8,000歩-9,999歩",2009年,128.0,17.2
1643,総数,有,女性,"8,000歩-9,999歩",2010年,132.0,18.4
1644,総数,有,女性,総数,2009年,746.0,100.0
1645,総数,有,女性,総数,2010年,719.0,100.0
1646,総数,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,282.0,37.8
1647,総数,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,266.0,37.0
1648,総数,有,男性,"10,000歩以上",2009年,169.0,27.5
1649,総数,有,男性,"10,000歩以上",2010年,179.0,28.2
1650,総数,有,男性,"2,000歩-3,999歩",2009年,94.0,15.3
1651,総数,有,男性,"2,000歩-3,999歩",2010年,78.0,12.3
1652,総数,有,男性,"2,000歩未満",2009年,30.0,4.9
1653,総数,有,男性,"2,000歩未満",2010年,41.0,6.5
1654,総数,有,男性,"4,000歩-5,999歩",2009年,106.0,17.3
1655,総数,有,男性,"4,000歩-5,999歩",2010年,122.0,19.2
1656,総数,有,男性,"6,000歩-7,999歩",2009年,109.0,17.8
1657,総数,有,男性,"6,000歩-7,999歩",2010年,119.0,18.8
1658,総数,有,男性,"8,000歩-9,999歩",2009年,106.0,17.3
1659,総数,有,男性,"8,000歩-9,999歩",2010年,95.0,15.0
1660,総数,有,男性,総数,2009年,614.0,100.0
1661,総数,有,男性,総数,2010年,634.0,100.0
1662,総数,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,210.0,34.2
1663,総数,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,211.0,33.3
1664,総数,有,総数,"10,000歩以上",2009年,347.0,25.5
1665,総数,有,総数,"10,000歩以上",2010年,330.0,24.4
1666,総数,有,総数,"2,000歩-3,999歩",2009年,194.0,14.3
1667,総数,有,総数,"2,000歩-3,999歩",2010年,195.0,14.4
1668,総数,有,総数,"2,000歩未満",2009年,78.0,5.7
1669,総数,有,総数,"2,000歩未満",2010年,71.0,5.2
1670,総数,有,総数,"4,000歩-5,999歩",2009年,261.0,19.2
1671,総数,有,総数,"4,000歩-5,999歩",2010年,252.0,18.6
1672,総数,有,総数,"6,000歩-7,999歩",2009年,246.0,18.1
1673,総数,有,総数,"6,000歩-7,999歩",2010年,278.0,20.5
1674,総数,有,総数,"8,000歩-9,999歩",2009年,234.0,17.2
1675,総数,有,総数,"8,000歩-9,999歩",2010年,227.0,16.8
1676,総数,有,総数,総数,2009年,1360.0,100.0
1677,総数,有,総数,総数,2010年,1353.0,100.0
1678,総数,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,492.0,36.2
1679,総数,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,477.0,35.3
1680,総数,無_その他,女性,"10,000歩以上",2009年,241.0,13.8
1681,総数,無_その他,女性,"10,000歩以上",2010年,177.0,11.1
1682,総数,無_その他,女性,"2,000歩-3,999歩",2009年,363.0,20.8
1683,総数,無_その他,女性,"2,000歩-3,999歩",2010年,337.0,21.1
1684,総数,無_その他,女性,"2,000歩未満",2009年,160.0,9.2
1685,総数,無_その他,女性,"2,000歩未満",2010年,174.0,10.9
1686,総数,無_その他,女性,"4,000歩-5,999歩",2009年,388.0,22.2
1687,総数,無_その他,女性,"4,000歩-5,999歩",2010年,390.0,24.5
1688,総数,無_その他,女性,"6,000歩-7,999歩",2009年,358.0,20.5
1689,総数,無_その他,女性,"6,000歩-7,999歩",2010年,291.0,18.3
1690,総数,無_その他,女性,"8,000歩-9,999歩",2009年,234.0,13.4
1691,総数,無_その他,女性,"8,000歩-9,999歩",2010年,225.0,14.1
1692,総数,無_その他,女性,総数,2009年,1744.0,100.0
1693,総数,無_その他,女性,総数,2010年,1594.0,100.0
1694,総数,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,435.0,24.9
1695,総数,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,363.0,22.8
1696,総数,無_その他,男性,"10,000歩以上",2009年,216.0,19.1
1697,総数,無_その他,男性,"10,000歩以上",2010年,192.0,17.7
1698,総数,無_その他,男性,"2,000歩-3,999歩",2009年,208.0,18.4
1699,総数,無_その他,男性,"2,000歩-3,999歩",2010年,210.0,19.4
1700,総数,無_その他,男性,"2,000歩未満",2009年,102.0,9.0
1701,総数,無_その他,男性,"2,000歩未満",2010年,130.0,12.0
1702,総数,無_その他,男性,"4,000歩-5,999歩",2009年,233.0,20.6
1703,総数,無_その他,男性,"4,000歩-5,999歩",2010年,230.0,21.2
1704,総数,無_その他,男性,"6,000歩-7,999歩",2009年,196.0,17.3
1705,総数,無_その他,男性,"6,000歩-7,999歩",2010年,196.0,18.1
1706,総数,無_その他,男性,"8,000歩-9,999歩",2009年,178.0,15.7
1707,総数,無_その他,男性,"8,000歩-9,999歩",2010年,125.0,11.5
1708,総数,無_その他,男性,総数,2009年,1133.0,100.0
1709,総数,無_その他,男性,総数,2010年,1083.0,100.0
1710,総数,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,276.0,24.4
1711,総数,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,223.0,20.6
1712,総数,無_その他,総数,"10,000歩以上",2009年,457.0,15.9
1713,総数,無_その他,総数,"10,000歩以上",2010年,369.0,13.8
1714,総数,無_その他,総数,"2,000歩-3,999歩",2009年,571.0,19.8
1715,総数,無_その他,総数,"2,000歩-3,999歩",2010年,547.0,20.4
1716,総数,無_その他,総数,"2,000歩未満",2009年,262.0,9.1
1717,総数,無_その他,総数,"2,000歩未満",2010年,304.0,11.4
1718,総数,無_その他,総数,"4,000歩-5,999歩",2009年,621.0,21.6
1719,総数,無_その他,総数,"4,000歩-5,999歩",2010年,620.0,23.2
1720,総数,無_その他,総数,"6,000歩-7,999歩",2009年,554.0,19.3
1721,総数,無_その他,総数,"6,000歩-7,999歩",2010年,487.0,18.2
1722,総数,無_その他,総数,"8,000歩-9,999歩",2009年,412.0,14.3
1723,総数,無_その他,総数,"8,000歩-9,999歩",2010年,350.0,13.1
1724,総数,無_その他,総数,総数,2009年,2877.0,100.0
1725,総数,無_その他,総数,総数,2010年,2677.0,100.0
1726,総数,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,711.0,24.7
1727,総数,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,586.0,21.9
1728,総数,無_健康上の理由,女性,"10,000歩以上",2009年,3.0,1.4
1729,総数,無_健康上の理由,女性,"10,000歩以上",2010年,7.0,3.7
1730,総数,無_健康上の理由,女性,"2,000歩-3,999歩",2009年,59.0,27.2
1731,総数,無_健康上の理由,女性,"2,000歩-3,999歩",2010年,58.0,31.0
1732,総数,無_健康上の理由,女性,"2,000歩未満",2009年,99.0,45.6
1733,総数,無_健康上の理由,女性,"2,000歩未満",2010年,76.0,40.6
1734,総数,無_健康上の理由,女性,"4,000歩-5,999歩",2009年,35.0,16.1
1735,総数,無_健康上の理由,女性,"4,000歩-5,999歩",2010年,24.0,12.8
1736,総数,無_健康上の理由,女性,"6,000歩-7,999歩",2009年,16.0,7.4
1737,総数,無_健康上の理由,女性,"6,000歩-7,999歩",2010年,13.0,7.0
1738,総数,無_健康上の理由,女性,"8,000歩-9,999歩",2009年,5.0,2.3
1739,総数,無_健康上の理由,女性,"8,000歩-9,999歩",2010年,9.0,4.8
1740,総数,無_健康上の理由,女性,総数,2009年,217.0,100.0
1741,総数,無_健康上の理由,女性,総数,2010年,187.0,100.0
1742,総数,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,7.0,3.2
1743,総数,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,15.0,8.0
1744,総数,無_健康上の理由,男性,"10,000歩以上",2009年,7.0,6.1
1745,総数,無_健康上の理由,男性,"10,000歩以上",2010年,5.0,6.5
1746,総数,無_健康上の理由,男性,"2,000歩-3,999歩",2009年,30.0,26.3
1747,総数,無_健康上の理由,男性,"2,000歩-3,999歩",2010年,21.0,27.3
1748,総数,無_健康上の理由,男性,"2,000歩未満",2009年,50.0,43.9
1749,総数,無_健康上の理由,男性,"2,000歩未満",2010年,27.0,35.1
1750,総数,無_健康上の理由,男性,"4,000歩-5,999歩",2009年,12.0,10.5
1751,総数,無_健康上の理由,男性,"4,000歩-5,999歩",2010年,7.0,9.1
1752,総数,無_健康上の理由,男性,"6,000歩-7,999歩",2009年,11.0,9.6
1753,総数,無_健康上の理由,男性,"6,000歩-7,999歩",2010年,11.0,14.3
1754,総数,無_健康上の理由,男性,"8,000歩-9,999歩",2009年,4.0,3.5
1755,総数,無_健康上の理由,男性,"8,000歩-9,999歩",2010年,6.0,7.8
1756,総数,無_健康上の理由,男性,総数,2009年,114.0,100.0
1757,総数,無_健康上の理由,男性,総数,2010年,77.0,100.0
1758,総数,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,8.0,7.0
1759,総数,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,7.0,9.1
1760,総数,無_健康上の理由,総数,"10,000歩以上",2009年,10.0,3.0
1761,総数,無_健康上の理由,総数,"10,000歩以上",2010年,12.0,4.5
1762,総数,無_健康上の理由,総数,"2,000歩-3,999歩",2009年,89.0,26.9
1763,総数,無_健康上の理由,総数,"2,000歩-3,999歩",2010年,79.0,29.9
1764,総数,無_健康上の理由,総数,"2,000歩未満",2009年,149.0,45.0
1765,総数,無_健康上の理由,総数,"2,000歩未満",2010年,103.0,39.0
1766,総数,無_健康上の理由,総数,"4,000歩-5,999歩",2009年,47.0,14.2
1767,総数,無_健康上の理由,総数,"4,000歩-5,999歩",2010年,31.0,11.7
1768,総数,無_健康上の理由,総数,"6,000歩-7,999歩",2009年,27.0,8.2
1769,総数,無_健康上の理由,総数,"6,000歩-7,999歩",2010年,24.0,9.1
1770,総数,無_健康上の理由,総数,"8,000歩-9,999歩",2009年,9.0,2.7
1771,総数,無_健康上の理由,総数,"8,000歩-9,999歩",2010年,15.0,5.7
1772,総数,無_健康上の理由,総数,総数,2009年,331.0,100.0
1773,総数,無_健康上の理由,総数,総数,2010年,264.0,100.0
1774,総数,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,15.0,4.5
1775,総数,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,22.0,8.3
1776,総数,総数,女性,"10,000歩以上",2009年,422.0,15.6
1777,総数,総数,女性,"10,000歩以上",2010年,335.0,13.4
1778,総数,総数,女性,"2,000歩-3,999歩",2009年,522.0,19.3
1779,総数,総数,女性,"2,000歩-3,999歩",2010年,512.0,20.5
1780,総数,総数,女性,"2,000歩未満",2009年,307.0,11.3
1781,総数,総数,女性,"2,000歩未満",2010年,280.0,11.2
1782,総数,総数,女性,"4,000歩-5,999歩",2009年,578.0,21.4
1783,総数,総数,女性,"4,000歩-5,999歩",2010年,544.0,21.8
1784,総数,総数,女性,"6,000歩-7,999歩",2009年,511.0,18.9
1785,総数,総数,女性,"6,000歩-7,999歩",2010年,463.0,18.5
1786,総数,総数,女性,"8,000歩-9,999歩",2009年,367.0,13.6
1787,総数,総数,女性,"8,000歩-9,999歩",2010年,366.0,14.6
1788,総数,総数,女性,総数,2009年,2707.0,100.0
1789,総数,総数,女性,総数,2010年,2500.0,100.0
1790,総数,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,724.0,26.7
1791,総数,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,644.0,25.8
1792,総数,総数,男性,"10,000歩以上",2009年,392.0,21.1
1793,総数,総数,男性,"10,000歩以上",2010年,376.0,21.0
1794,総数,総数,男性,"2,000歩-3,999歩",2009年,332.0,17.8
1795,総数,総数,男性,"2,000歩-3,999歩",2010年,309.0,17.2
1796,総数,総数,男性,"2,000歩未満",2009年,182.0,9.8
1797,総数,総数,男性,"2,000歩未満",2010年,198.0,11.0
1798,総数,総数,男性,"4,000歩-5,999歩",2009年,351.0,18.9
1799,総数,総数,男性,"4,000歩-5,999歩",2010年,359.0,20.0
1800,総数,総数,男性,"6,000歩-7,999歩",2009年,316.0,17.0
1801,総数,総数,男性,"6,000歩-7,999歩",2010年,326.0,18.2
1802,総数,総数,男性,"8,000歩-9,999歩",2009年,288.0,15.5
1803,総数,総数,男性,"8,000歩-9,999歩",2010年,226.0,12.6
1804,総数,総数,男性,総数,2009年,1861.0,100.0
1805,総数,総数,男性,総数,2010年,1794.0,100.0
1806,総数,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,494.0,26.5
1807,総数,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,441.0,24.6
1808,総数,総数,総数,"10,000歩以上",2009年,814.0,17.8
1809,総数,総数,総数,"10,000歩以上",2010年,711.0,16.6
1810,総数,総数,総数,"2,000歩-3,999歩",2009年,854.0,18.7
1811,総数,総数,総数,"2,000歩-3,999歩",2010年,821.0,19.1
1812,総数,総数,総数,"2,000歩未満",2009年,489.0,10.7
1813,総数,総数,総数,"2,000歩未満",2010年,478.0,11.1
1814,総数,総数,総数,"4,000歩-5,999歩",2009年,929.0,20.3
1815,総数,総数,総数,"4,000歩-5,999歩",2010年,903.0,21.0
1816,総数,総数,総数,"6,000歩-7,999歩",2009年,827.0,18.1
1817,総数,総数,総数,"6,000歩-7,999歩",2010年,789.0,18.4
1818,総数,総数,総数,"8,000歩-9,999歩",2009年,655.0,14.3
1819,総数,総数,総数,"8,000歩-9,999歩",2010年,592.0,13.8
1820,総数,総数,総数,総数,2009年,4568.0,100.0
1821,総数,総数,総数,総数,2010年,4294.0,100.0
1822,総数,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,1218.0,26.7
1823,総数,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,1085.0,25.3
